#Query ID,#Subject,#Subject accession,#Subject Taxonomy ID,#Identity percentage,#Coverage,#evalue,#bitscore,#Source,#Taxonomy
ESV_1,Eukaryota/Bacillariophyta/Fragilariophyceae/Thalassionematales/Thalassionemataceae/Thalassionema/Thalassionema_frauenfeldii,Eukaryota/Bacillariophyta/Fragilariophyceae/Thalassionematales/Thalassionemataceae/Thalassionema/Thalassionema_frauenfeldii,N/A,99620,100,1.7E-134,481,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
ESV_72,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Pleurosigmataceae/Pleurosigma/Pleurosigma_sp.,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Pleurosigmataceae/Pleurosigma/Pleurosigma_sp,N/A,94677,100,8.16E-113,409,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
ESV_73,Eukaryota/Bacillariophyta/Fragilariophyceae/Fragilariales/Fragilariaceae/Opephora/Serratifera_sp.,Eukaryota/Bacillariophyta/Fragilariophyceae/Fragilariales/Fragilariaceae/Opephora/Serratifera_sp,N/A,96578,100,3.74E-121,436,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
ESV_74,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Diploneidaceae/Diploneis/Diploneis_cf._smithii,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Diploneidaceae/Diploneis/Diploneis_cf._smithii,N/A,95057,100,1.75E-114,414,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
ESV_75,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Diploneidaceae/Diploneis/Diploneis_vacillans,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Diploneidaceae/Diploneis/Diploneis_vacillans,N/A,93182,100,3.82E-106,387,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
ESV_76,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Nitzschia/Nitzschia_cf._spathulata,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Nitzschia/Nitzschia_cf._spathulata,N/A,97701,99,4.81E-125,449,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
ESV_77,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Stauroneidaceae/Schizostauron/Schizostauron_sp.,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Stauroneidaceae/Schizostauron/Schizostauron_sp,N/A,94677,100,8.16E-113,409,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
ESV_78,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Nitzschia/Nitzschia_valdestriata,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Nitzschia/Nitzschia_valdestriata,N/A,95437,100,3.77E-116,420,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
ESV_79,Eukaryota/Bacillariophyta/Bacillariophyceae/Thalassiophysales/Catenulaceae/Amphora/Amphora_fusca,Eukaryota/Bacillariophyta/Bacillariophyceae/Thalassiophysales/Catenulaceae/Amphora/Amphora_fusca,N/A,97338,100,1.73E-124,448,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
ESV_80,Eukaryota/Bacillariophyta/Bacillariophyceae/Thalassiophysales/Catenulaceae/Amphora/Amphora_lativentralis,Eukaryota/Bacillariophyta/Bacillariophyceae/Thalassiophysales/Catenulaceae/Amphora/Amphora_lativentralis,N/A,94253,99,4.91E-110,399,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
ESV_81,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Psammodictyon/Psammodictyon_constrictum,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Psammodictyon/Psammodictyon_constrictum,N/A,100000,100,3.66E-136,486,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
ESV_82,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Pinnulariaceae/Pinnularia/Pinnularia_acrosphaeria,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Pinnulariaceae/Pinnularia/Pinnularia_acrosphaeria,N/A,91635,100,1.79E-99,364,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
ESV_83,Eukaryota/Bacillariophyta/Mediophyceae/Thalassiosirales/Thalassiosiraceae/Minidiscus/Minidiscus_trioculatus,Eukaryota/Bacillariophyta/Mediophyceae/Thalassiosirales/Thalassiosiraceae/Minidiscus/Minidiscus_trioculatus,N/A,99240,100,7.93E-133,475,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
ESV_84,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Nitzschia/Nitzschia_longissima,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Nitzschia/Nitzschia_longissima,N/A,86207,99,5.16E-75,283,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
ESV_85,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Nitzschia/Nitzschia_cf._palea,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Nitzschia/Nitzschia_cf._palea,N/A,87072,100,1.84E-79,298,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
ESV_86,Eukaryota/Bacillariophyta/Coscinodiscophyceae/Paraliales/Paraliaceae/Paralia/Paralia_longispina,Eukaryota/Bacillariophyta/Coscinodiscophyceae/Paraliales/Paraliaceae/Paralia/Paralia_longispina,N/A,98859,100,3.69E-131,470,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
ESV_87,Eukaryota/Bacillariophyta/Fragilariophyceae/Fragilariales/Fragilariaceae/Opephora/Serratifera_sp.,Eukaryota/Bacillariophyta/Fragilariophyceae/Fragilariales/Fragilariaceae/Opephora/Serratifera_sp,N/A,98859,100,3.69E-131,470,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
ESV_88,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Diploneidaceae/Diploneis/Diploneis_vacillans,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Diploneidaceae/Diploneis/Diploneis_vacillans,N/A,97719,100,3.71E-126,453,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
ESV_89,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Diploneidaceae/Diploneis/Diploneis_vacillans,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Diploneidaceae/Diploneis/Diploneis_vacillans,N/A,89734,100,3.9E-91,337,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
ESV_90,Eukaryota/Bacillariophyta/Coscinodiscophyceae/Melosirales/Hyalodiscaceae/Hyalodiscus/Hyalodiscus_scoticus,Eukaryota/Bacillariophyta/Coscinodiscophyceae/Melosirales/Hyalodiscaceae/Hyalodiscus/Hyalodiscus_scoticus,N/A,93536,100,8.21E-108,392,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
ESV_91,Eukaryota/Bacillariophyta/Fragilariophyceae/Licmophorales/Licmophoraceae/Licmophora/Licmophora_abbreviata,Eukaryota/Bacillariophyta/Fragilariophyceae/Licmophorales/Licmophoraceae/Licmophora/Licmophora_abbreviata,N/A,90038,99,1.09E-91,339,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
ESV_92,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Nitzschia/Nitzschia_sp.,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Nitzschia/Nitzschia_sp,N/A,88559,89,1.43E-75,285,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
ESV_93,Eukaryota/Bacillariophyta/Fragilariophyceae/Fragilariales/Fragilariaceae/Hyalosynedra/Hyalosynedra_hyalina,Eukaryota/Bacillariophyta/Fragilariophyceae/Fragilariales/Fragilariaceae/Hyalosynedra/Hyalosynedra_hyalina,N/A,98099,100,7.98E-128,459,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
ESV_94,Eukaryota/Bacillariophyta/Fragilariophyceae/Fragilariales/Fragilariaceae/Opephora/Serratifera_sp.,Eukaryota/Bacillariophyta/Fragilariophyceae/Fragilariales/Fragilariaceae/Opephora/Serratifera_sp,N/A,94297,99,1.36E-110,401,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
ESV_95,Eukaryota/Bacillariophyta/Fragilariophyceae/Fragilariales/Fragilariaceae/Opephoroidiella/Opephoroidiella_sp.,Eukaryota/Bacillariophyta/Fragilariophyceae/Fragilariales/Fragilariaceae/Opephoroidiella/Opephoroidiella_sp,N/A,87452,100,3.96E-81,303,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
ESV_96,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Bacillaria/Nitzschia_cf._socialis,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Bacillaria/Nitzschia_cf._socialis,N/A,95019,99,2.27E-113,411,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
ESV_97,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Diploneidaceae/Diploneis/Diploneis_vacillans,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Diploneidaceae/Diploneis/Diploneis_vacillans,N/A,90840,99,1.39E-95,351,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
ESV_98,Eukaryota/Bacillariophyta/Fragilariophyceae/Fragilariales/Fragilariaceae/Opephora/Serratifera_sp.,Eukaryota/Bacillariophyta/Fragilariophyceae/Fragilariales/Fragilariaceae/Opephora/Serratifera_sp,N/A,98479,100,1.72E-129,464,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
ESV_99,Eukaryota/Bacillariophyta/Bacillariophyceae/Surirellales/Surirellaceae/Protokeelia/Protokeelia_bassonii,Eukaryota/Bacillariophyta/Bacillariophyceae/Surirellales/Surirellaceae/Protokeelia/Protokeelia_bassonii,N/A,99620,100,1.7E-134,481,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
ESV_100,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Naviculaceae/Seminavis/Seminavis_robusta,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Naviculaceae/Seminavis/Seminavis_robusta,N/A,97701,99,4.81E-125,449,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
ESV_101,Eukaryota/Bacillariophyta/Fragilariophyceae/Fragilariales/Fragilariaceae/Serratifera/Serratifera_corallina,Eukaryota/Bacillariophyta/Fragilariophyceae/Fragilariales/Fragilariaceae/Serratifera/Serratifera_corallina,N/A,97338,100,1.73E-124,448,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
ESV_103,Eukaryota/Bacillariophyta/Coscinodiscophyceae/Rhizosoleniales/Rhizosoleniaceae/Rhizosolenia/Rhizosolenia_imbricata,Eukaryota/Bacillariophyta/Coscinodiscophyceae/Rhizosoleniales/Rhizosoleniaceae/Rhizosolenia/Rhizosolenia_imbricata,N/A,99620,100,1.7E-134,481,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
ESV_104,Eukaryota/Bacillariophyta/Bacillariophyceae/Thalassiophysales/Catenulaceae/Amphora/Amphora_sp.,Eukaryota/Bacillariophyta/Bacillariophyceae/Thalassiophysales/Catenulaceae/Amphora/Amphora_sp,N/A,85932,100,1.85E-74,281,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
ESV_105,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Diploneidaceae/Diploneis/Diploneis_cf._smithii,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Diploneidaceae/Diploneis/Diploneis_cf._smithii,N/A,90875,100,3.88E-96,353,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
ESV_106,Eukaryota/Bacillariophyta/Fragilariophyceae/Fragilariales/Fragilariaceae/Bleakeleya/Bleakeleya_notata,Eukaryota/Bacillariophyta/Fragilariophyceae/Fragilariales/Fragilariaceae/Bleakeleya/Bleakeleya_notata,N/A,85551,100,8.63E-73,276,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
ESV_107,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Pinnulariaceae/Pinnularia/Pinnularia_sp._NE-L11,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Pinnulariaceae/Pinnularia/Pinnularia_sp._NE-L11,N/A,83133,94,8.82E-58,226,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
ESV_108,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Nitzschia/Nitzschia_lorenziana,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Nitzschia/Nitzschia_lorenziana,N/A,86364,100,3.99E-76,287,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
ESV_109,Eukaryota/Bacillariophyta/Coscinodiscophyceae/Rhizosoleniales/Rhizosoleniaceae/Rhizosolenia/Rhizosolenia_shrubsolei,Eukaryota/Bacillariophyta/Coscinodiscophyceae/Rhizosoleniales/Rhizosoleniaceae/Rhizosolenia/Rhizosolenia_shrubsolei,N/A,90114,100,8.39E-93,342,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
ESV_110,Eukaryota/Bacillariophyta/Bacillariophyceae/Thalassiophysales/Catenulaceae/Amphora/Amphora_lativentralis,Eukaryota/Bacillariophyta/Bacillariophyceae/Thalassiophysales/Catenulaceae/Amphora/Amphora_lativentralis,N/A,94636,99,1.05E-111,405,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
ESV_111,Eukaryota/Bacillariophyta/Mediophyceae/Cymatosirales/Cymatosiraceae/Minutocellus/Minutocellus_polymorphus,Eukaryota/Bacillariophyta/Mediophyceae/Cymatosirales/Cymatosiraceae/Minutocellus/Minutocellus_polymorphus,N/A,100000,100,3.66E-136,486,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
ESV_112,Eukaryota/Bacillariophyta/Fragilariophyceae/Fragilariales/Fragilariaceae/Opephora/Serratifera_sp.,Eukaryota/Bacillariophyta/Fragilariophyceae/Fragilariales/Fragilariaceae/Opephora/Serratifera_sp,N/A,95420,99,1.36E-115,418,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
ESV_113,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Nitzschia/Nitzschia_sp.,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Nitzschia/Nitzschia_sp,N/A,87352,96,3.08E-77,291,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
ESV_114,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Pseudo-nitzschia/Pseudo-nitzschia_caciantha,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Pseudo-nitzschia/Pseudo-nitzschia_caciantha,N/A,97719,100,3.71E-126,453,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
ESV_116,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Nitzschia/Nitzschia_lorenziana,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Nitzschia/Nitzschia_lorenziana,N/A,85606,100,8.63E-73,276,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
ESV_117,Eukaryota/Bacillariophyta/Fragilariophyceae/Cyclophorales/Cyclophoraceae/Cyclophora/Cyclophora_cf._minor,Eukaryota/Bacillariophyta/Fragilariophyceae/Cyclophorales/Cyclophoraceae/Cyclophora/Cyclophora_cf._minor,N/A,82642,99,2.45E-58,228,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
ESV_118,Eukaryota/Bacillariophyta/Fragilariophyceae/Fragilariales/Fragilariaceae/Opephoroidiella/Opephoroidiella_sp.,Eukaryota/Bacillariophyta/Fragilariophyceae/Fragilariales/Fragilariaceae/Opephoroidiella/Opephoroidiella_sp,N/A,88213,100,1.83E-84,315,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
ESV_119,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Nitzschia/Nitzschia_cf._microcephala,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Nitzschia/Nitzschia_cf._microcephala,N/A,95076,100,1.75E-114,414,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
ESV_120,Eukaryota/Bacillariophyta/Coscinodiscophyceae/Rhizosoleniales/Rhizosoleniaceae/Rhizosolenia/Rhizosolenia_imbricata,Eukaryota/Bacillariophyta/Coscinodiscophyceae/Rhizosoleniales/Rhizosoleniaceae/Rhizosolenia/Rhizosolenia_imbricata,N/A,99620,100,1.7E-134,481,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
ESV_121,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Nitzschia/Nitzschia_cf._pusilla,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Nitzschia/Nitzschia_cf._pusilla,N/A,90840,99,1.39E-95,351,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
ESV_122,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Naviculaceae/Navicula/Navicula_sp.,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Naviculaceae/Navicula/Navicula_sp,N/A,98479,100,1.72E-129,464,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
ESV_123,Eukaryota/Bacillariophyta/Fragilariophyceae/Licmophorales/Licmophoraceae/Licmophora/Licmophora_abbreviata,Eukaryota/Bacillariophyta/Fragilariophyceae/Licmophorales/Licmophoraceae/Licmophora/Licmophora_abbreviata,N/A,94677,100,8.16E-113,409,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
ESV_124,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Cylindrotheca/Cylindrotheca_closterium,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Cylindrotheca/Cylindrotheca_closterium,N/A,93130,99,1.37E-105,385,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
ESV_125,Eukaryota/Bacillariophyta/Bacillariophyceae/Surirellales/Entomoneidaceae/Entomoneis/Entomoneis_sp.,Eukaryota/Bacillariophyta/Bacillariophyceae/Surirellales/Entomoneidaceae/Entomoneis/Entomoneis_sp,N/A,99620,100,1.7E-134,481,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
